valence,year,acousticness,artists_combined,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artist_count,artist_1,genre,anomaly
0.348,1959,0.945,['Tom Lehrer'],0.487,281053,0.486,0,3u85Hiu5iKVIgqxxkL6mye,3.85e-06,0,0.984,-16.101,1,Clementine,16,1/1/1959,0.882,129.26,1,Tom Lehrer,novelty,-1
0.749,1959,0.94,['Tom Lehrer'],0.581,158707,0.414,0,6DSkyHtYBuD2dT9qlFEa5O,0.0,5,0.899,-17.244,1,A Christmas Carol,15,1/1/1959,0.912,65.589,1,Tom Lehrer,novelty,-1
0.457,1959,0.915,['Tom Lehrer'],0.491,330707,0.507,0,7HQ6DoAcXiLH1PMYLMfQbc,0.0,5,0.816,-13.84,1,We Will All Go Together When We Go,14,1/1/1959,0.931,88.701,1,Tom Lehrer,novelty,-1
0.968,1960,0.575,['Billy Mure'],0.819,119357,0.774,0,1b6xaBhKmAE7cYQ1IhptwQ,0.849,2,0.549,-7.666,0,Trumpet Cha Cha Cha,18,9/20/1960,0.0367,120.081,1,Billy Mure,Hawaiian music,-1
0.183,1961,0.987,"['Thelonious Monk', 'John Coltrane']",0.547,586067,0.0506,0,3kQDdDn8eXIlNrJWRBMWVC,0.934,10,0.0783,-20.325,1,Functional - Alternate Take 1,22,1/1/1961,0.0648,70.467,2,Thelonious Monk,bebop,-1
0.0383,1961,0.971,['Stan Kenton'],0.194,156360,0.0392,0,6zXWT81mABneeLfwxd9rt2,0.97,9,0.158,-19.368,0,Say It Isn't So,19,1/1/1961,0.034,77.986,1,Stan Kenton,West Coast jazz,-1
0.533,1962,0.848,"['Louis Prima', 'Sam Butera & The Witnesses', 'Gia Maione']",0.591,476173,0.518,0,6vAyOOwgDTH5LCLY2glRTl,0.0,3,0.861,-13.3,1,The Next Time,21,11/1/1962,0.909,112.675,3,Louis Prima,swing,-1
0.0901,1966,0.995,"['Bill Evans', 'Jim Hall']",0.333,394333,0.0291,0,2gePqIl6YIoKbDlATyIYgN,0.945,6,0.0957,-26.464,0,Angel Face,30,1/1/1966,0.0476,64.133,2,Bill Evans,modal jazz,-1
0.0509,1967,0.884,['Ennio Morricone'],0.0642,129400,0.162,0,7igDc2V0gCwBYV5rBUw1g7,0.889,7,0.401,-19.152,0,The Carriage Of The Spirits,33,1/1/1967,0.0355,70.104,1,Ennio Morricone,classical,-1
0.0673,1967,0.962,['Nico'],0.163,482253,0.0825,0,1yC6eMSaNaN03PgbZGFWAB,0.845,2,0.128,-22.039,1,It Was A Pleasure Then,32,10/9/1967,0.0439,48.292,1,Nico,Avant-garde,-1
0.0485,1967,0.989,['Ennio Morricone'],0.0725,135093,0.0816,0,777Em4kHDduR6HgVTKdwpf,0.846,2,0.113,-22.271,1,La Missione San Antonio,33,1/1/1967,0.0383,63.161,1,Ennio Morricone,classical,-1
0.0357,1969,0.959,['George Martin'],0.249,136693,0.0994,0,6n42oei7aEx2I0dcluKAGx,0.926,6,0.454,-19.266,0,Sea Of Holes - Remastered 2009,33,1/17/1969,0.04,118.99,1,George Martin,Rock,-1
0.0473,1975,0.963,['Brian Eno'],0.182,236760,0.0444,0,3qq8XPwF2DoBhENRgLQ7ET,0.889,6,0.342,-26.303,0,Becalmed - 2004 Digital Remaster,37,9/1/1975,0.0416,119.434,1,Brian Eno,Ambient,-1
0.0332,1975,0.978,['Brian Eno'],0.0926,1894893,0.00839,0,69eD0IfAqEIUnKX63Npksy,0.939,8,0.0599,-33.854,1,Discreet Music - Remastered 2004,36,11/1/1975,0.0443,69.02,1,Brian Eno,Ambient,-1
0.218,1976,0.0074,['Led Zeppelin'],0.307,1758307,0.897,0,0OotzYWTwTqoszW9MrXSdZ,0.499,0,0.942,-8.595,1,Dazed and Confused - (Live at MSG 1973) [Remaster],39,10/22/1976,0.106,125.893,1,Led Zeppelin,heavy metal,-1
0.0645,1976,0.882,['Alice Coltrane'],0.352,568947,0.0433,0,7vrOjXJ3Oht6fFYxwoEV5J,0.938,10,0.0985,-24.963,1,Om Supreme,39,1/1/1976,0.0309,66.549,1,Alice Coltrane,avant-garde jazz,-1
0.563,1978,0.437,['The Rolling Stones'],0.382,191267,0.997,0,7hDQerpfE5FgYtVKEVemwl,0.95,9,0.617,-1.568,1,Lies - Remastered,37,6/9/1978,0.188,162.428,1,The Rolling Stones,Rock,-1
0.0319,1978,0.963,['Harold Budd'],0.119,1107267,0.052,0,5oTnjavcEz8hENl2nlYmdx,0.861,6,0.113,-23.698,1,Bismillahi 'Rrahmani 'Rrahim,37,1/1/1978,0.0366,83.501,1,Harold Budd,Minimalism,-1
0.0704,1982,0.936,"['Philip Glass', 'Michael Riesman']",0.126,441200,0.0585,0,17Ymh369W4qCPXYzndYurO,0.929,10,0.0979,-19.722,1,Facades,39,1/1/1982,0.0402,71.019,2,Philip Glass,Minimalism,-1
0.0283,1982,0.986,['Brian Eno'],0.169,247947,0.00154,0,4y5qZUZU5sojHT033PFP26,0.97,5,0.0847,-32.367,1,A Clearing - Remastered 2004,37,3/1/1982,0.0601,115.74,1,Brian Eno,Ambient,-1
0.0365,1983,0.842,['Brian Eno'],0.0724,209680,0.018,0,20VAzxnjcM785fAztSlR5g,0.894,6,0.141,-37.325,1,The Secret Place - Remastered 2005,38,7/1/1983,0.036,70.67,1,Brian Eno,Ambient,-1
0.0374,1984,0.994,"['Harold Budd', 'Brian Eno']",0.0664,261560,0.00407,0,0Xf8nLzbt3TXW0DejZhHTy,0.958,0,0.0712,-39.94,1,Lost In The Humming Air - 2005 Digital Remaster,36,1/1/1984,0.0366,71.376,2,Harold Budd,Minimalism,-1
0.0528,1985,0.976,['Brian Eno'],0.0918,3650800,0.0569,0,4t3Yh6tKkxXrc458pNI7zZ,0.884,0,0.0842,-31.808,1,Thursday Afternoon - 2005 Digital Remaster,39,10/1/1985,0.0358,81.944,1,Brian Eno,Ambient,-1
0.348,1986,0.939,['Robin Williams'],0.583,91320,0.78,0,2hjyKJhQe5UIKvHmtqyra9,0.0,3,0.87,-12.921,1,Ballet - Live,31,4/11/1986,0.921,113.531,1,Robin Williams,improvisational comedy,-1
0.174,1989,0.529,['The Cure'],0.325,562907,0.805,0,05d90KDSSlsK7I0ihRJRv1,0.277,9,0.926,-8.43,0,The Same Deep Water as You - 2010 Remaster,35,5/2/1989,0.0768,199.891,1,The Cure,new wave,-1
0.174,1989,0.529,['The Cure'],0.325,562907,0.805,0,3gXwy8PyIFiNOUnq5Lvkh6,0.277,9,0.926,-8.43,0,The Same Deep Water as You - 2010 Remaster,33,5/2/1989,0.0768,199.891,1,The Cure,new wave,-1
0.749,1990,0.0109,['Ice Cube'],0.813,312933,0.506,1,1zmiiUy4HZJc9FSYFbDIcT,0.0,6,0.542,-14.608,0,You Can't Fade Me/JD's Gaffilin',40,3/16/1990,0.78,174.292,1,Ice Cube,Hip hop,-1
0.966,1990,0.677,['Nat King Cole'],0.499,110093,0.365,0,2beMcxty8nsV3KZzaqHpsG,0.0,7,0.858,-16.208,1,The Happiest Christmas Tree - Remastered,39,1/1/1990,0.503,206.017,1,Nat King Cole,traditional pop,-1
0.438,1996,1.5e-06,['Burzum'],0.295,425067,0.545,0,5v3TSHYm8BzbON2u6QBEG7,0.891,4,0.585,-9.214,0,Dunkelheit,51,1/1/1996,0.0442,54.669,1,Burzum,website=Allmusic,-1
0.267,1996,0.000143,['Marilyn Manson'],0.356,257933,0.961,1,7wyVuNCEr1j8NfG1vwMXZp,0.302,11,0.806,-8.787,1,Irresponsible Hate Anthem,46,1/1/1996,0.127,188.256,1,Marilyn Manson,industrial rock,-1
0.94,1998,0.712,['Adam Sandler'],0.851,112859,0.265,1,1LyW3Cwi49N1l58Pf1TNKy,0.000711,4,0.75,-14.402,1,Somebody Kill Me,45,1/1/1998,0.432,116.467,1,Adam Sandler,surreal humor,-1
0.168,2001,0.0113,['Rob Zombie'],0.36,566827,0.793,0,4drs4Khk9JMBtKI3Rxa2R1,0.871,0,0.0915,-9.169,1,House Of 1000 Corpses,47,1/1/2001,0.275,112.91,1,Rob Zombie,heavy metal,-1
0.546,2001,0.382,"['DJ Screw', 'K-Rino', 'Z-Ro']",0.867,300227,0.384,1,4oxuZmT8MZBDgmSKABVTfZ,0.269,1,0.618,-8.334,1,The Game Goes On,44,8/14/2001,0.268,140.531,3,DJ Screw,Southern hip hop,-1
0.772,2004,0.785,['Kanye West'],0.715,46173,0.288,1,2a1JSfTePKhysdIif2bzut,0.0,1,0.688,-13.843,1,Workout Plan,48,2/10/2004,0.925,115.114,1,Kanye West,Hip hop,-1
0.251,2006,1.41e-05,['Electric Wizard'],0.0811,523333,0.658,0,6DU1WKdUnR7OZkw7BZl9P0,0.903,11,0.111,-6.804,1,Funeralopolis,47,1/1/2006,0.051,62.825,1,Electric Wizard,Vice,-1
0.068,2007,0.996,"['Philip Glass', 'Bruce Brubaker']",0.179,353147,0.026,0,1QmhkjuUlosROqKk59sBSK,0.89,0,0.0836,-30.937,0,Opening,56,7/16/2007,0.0385,77.116,2,Philip Glass,Minimalism,-1
0.0313,2011,0.569,['C418'],0.158,65125,0.00832,0,3sbcAG3y97g63yDSVMf38o,0.816,9,0.0828,-30.666,0,Oxygene,56,3/4/2011,0.0417,107.295,1,C418,Ambient,-1
0.0378,2011,0.988,['C418'],0.118,102101,0.0224,0,4B3RbRUP0fl2KxaBWVUfo9,0.927,1,0.091,-30.543,1,Beginning,55,3/4/2011,0.0369,78.558,1,C418,Ambient,-1
0.0359,2013,0.983,['Jeremy Soule'],0.0717,304008,0.0921,0,0zke8Vmo0bgbPjxL3pUhqk,0.847,0,0.0748,-21.53,1,From Past to Present,59,1/31/2013,0.0391,69.286,1,Jeremy Soule,classical,-1
0.0866,2015,0.995,['Max Richter'],0.214,153101,0.00144,0,3FVy3aVs0TFzLv6FEiLqC2,0.968,6,0.0998,-39.869,1,Dream 1 (before the wind blows it all away) - Pt. 1,63,1/1/2015,0.0487,72.046,1,Max Richter,Contemporary classical,-1
0.148,2017,0.00525,"['21 Savage', 'Offset', 'Metro Boomin', 'Quavo']",0.845,257600,0.399,1,0tdCy39PgWN8LFWu34ORn3,0.74,1,0.102,-7.509,1,Rap Saved Me,66,10/30/2017,0.309,143.049,4,21 Savage,Hip hop,-1
0.146,2017,0.0974,"['21 Savage', 'Metro Boomin']",0.862,148640,0.274,1,2D2w9943rsnJOGCrI4aMQp,0.185,0,0.183,-5.818,0,My Choppa Hate Niggas,64,10/30/2017,0.484,77.493,2,21 Savage,Hip hop,-1
0.0,1949,0.0,['Sarah Vaughan'],0.0,5108,0.0,0,0hr9kRUi2X4MXc72A4VxG4,0.0,0,0.0,-60.0,0,Pause Track,0,1/1/1949,0.0,0.0,1,Sarah Vaughan,traditional pop,-1
0.172,1954,0.971,['Dave Grusin'],0.337,202907,0.131,0,3CmGyg3H61eOZYFX4rInfM,0.939,0,0.683,-18.339,1,My Funny Valentine,3,1/1/1954,0.0312,164.406,1,Dave Grusin,jazz fusion,-1
0.613,1956,0.693,['Moondog'],0.306,415533,0.921,0,6s5ObKZSyybTlCdrzs9qmS,0.623,5,0.152,-10.498,1,Surf Session,14,1/1/1956,0.502,84.051,1,Moondog,Classical,-1
0.664,1960,0.963,['Tom Lehrer'],0.418,102760,0.211,0,1LGdRvSIEBmTjNvGbQnduR,0.0,0,0.923,-21.385,1,The Old Dope Peddler,11,1/1/1960,0.86,72.864,1,Tom Lehrer,novelty,-1
0.17,1961,0.988,"['Thelonious Monk', 'John Coltrane']",0.445,582093,0.0324,0,0lc3WlkmNwNFuBd2mSzN0T,0.923,10,0.0823,-24.054,1,Functional - Alternate Take 1,13,1/1/1961,0.0709,69.215,2,Thelonious Monk,bebop,-1
0.11,1963,0.993,['Bill Evans'],0.373,639027,0.0337,0,598Iu8Oplztg6vfTY6TeMj,0.933,10,0.0691,-23.685,1,Danny Boy,19,1/1/1963,0.0739,79.561,1,Bill Evans,modal jazz,-1
0.894,1965,0.837,['Tom Lehrer'],0.627,105960,0.658,0,4bync7tV0YGy95sI4DUbJL,0.0,5,0.722,-11.671,1,Send The Marines,19,1/1/1965,0.912,63.631,1,Tom Lehrer,novelty,-1
0.108,1966,0.994,"['Bill Evans', 'Jim Hall']",0.296,454893,0.0397,0,73IhqME9ZIlqb8gXM905hJ,0.94,4,0.0727,-24.792,0,Turn Out The Stars,20,1/1/1966,0.0559,65.74,2,Bill Evans,modal jazz,-1
0.22,1969,0.572,['Pink Floyd'],0.252,768594,0.809,0,2TA0hmeMz6xVkfMI2rLkZe,0.84,9,0.698,-10.278,1,A Saucerful of Secrets - Live,32,10/25/1969,0.21,129.217,1,Pink Floyd,psychedelia,-1
0.0462,1969,0.877,['George Martin'],0.269,132773,0.0902,0,0rHHNFcUgB0zlzCk4MVluw,0.821,8,0.302,-23.018,0,Pepperland Laid Waste - Remastered 2009,32,1/17/1969,0.042,82.423,1,George Martin,Rock,-1
0.289,1969,0.0144,['Pink Floyd'],0.0974,67682,0.281,0,4nvAMzXUzlVcfjLa7KxOe2,0.928,7,0.337,-9.137,0,"Sysyphus, Pt. 1",30,10/25/1969,0.0389,84.166,1,Pink Floyd,psychedelia,-1
0.175,1969,0.577,['Led Zeppelin'],0.233,559120,0.598,0,0jgCqv5kHcXaa5E6pplkIf,0.343,7,0.963,-7.965,1,"White Summer / Black Mountain Side - Live in Paris, 1969",28,1/12/1969,0.0643,71.011,1,Led Zeppelin,heavy metal,-1
0.216,1969,0.933,['Pink Floyd'],0.225,173252,0.899,0,1OJP1r3sh6yVwMOYZFG4vk,0.792,11,0.688,-10.005,1,"The Narrow Way, Pt. 2",29,10/25/1969,0.158,100.779,1,Pink Floyd,psychedelia,-1
0.563,1971,0.806,"['Alice Coltrane', 'Pharoah Sanders']",0.288,692400,0.514,0,7rFVIYbCu6MFLduVgnts6q,0.921,0,0.709,-13.866,0,"Isis And Osiris - Live At Village Gate, NY, 1970",27,1/1/1971,0.052,77.34,2,Alice Coltrane,avant-garde jazz,-1
0.778,1972,0.883,['Donny Hathaway'],0.732,815080,0.454,0,7fLbUdinXGkwjeH8j40seK,0.766,9,0.981,-16.123,1,Voices Inside (Everything Is Everything),32,1/1/1972,0.0337,99.788,1,Donny Hathaway,R&B,-1
0.199,1973,0.269,"['Carlos Santana', 'John McLaughlin']",0.158,568893,0.911,0,3yeTtLm3XjsQkmSdRnzhrq,0.754,3,0.089,-7.803,0,The Life Divine,35,7/20/1973,0.27,90.897,2,Carlos Santana,blues rock,-1
0.42,1976,0.0998,['Led Zeppelin'],0.372,662133,0.852,0,4a1eKyU8NWzmyxmXz2vUmA,0.864,7,0.937,-11.08,1,Moby Dick - (Live at MSG 1973) [Remaster],34,10/22/1976,0.0435,101.851,1,Led Zeppelin,heavy metal,-1
0.035,1980,0.991,"['Brian Eno', 'Harold Budd']",0.223,204680,0.00717,0,1Z2OQ4XtLwrhQKGS9BA4wi,0.876,1,0.167,-31.759,1,Among Fields Of Crystal - 2004 Digital Remaster,35,1/1/1980,0.0424,67.282,2,Brian Eno,Ambient,-1
0.0384,1984,0.934,"['Harold Budd', 'Brian Eno']",0.186,252347,0.00873,0,28KcS7Otucbm1uRQs8k21t,0.84,11,0.1,-37.611,1,Still Return - 2005 Digital Remaster,34,1/1/1984,0.0419,68.31,2,Harold Budd,Minimalism,-1
0.084,1984,0.958,"['Harold Budd', 'Brian Eno']",0.137,282400,0.00746,0,3EYY3nTXuPK2ALAaZoc8u3,0.932,6,0.0774,-32.135,1,Dark Eyed Sister - 2005 Digital Remaster,33,1/1/1984,0.0403,70.895,2,Harold Budd,Minimalism,-1
0.033,1990,0.896,['Danny Elfman'],0.069,384107,0.0608,0,5oiybYOR50ho7Izc9YiW3P,0.882,2,0.0932,-26.734,1,Castle On The Hill,37,1/1/1990,0.0391,75.756,1,Danny Elfman,pop,-1
0.428,1994,0.359,['The Notorious B.I.G.'],0.436,91093,0.624,1,1JEXG96amOfvR18sW1OXoI,0.0,11,0.812,-9.818,0,Fuck Me (Interlude) - Interlude; 2005 Remaster,43,9/13/1994,0.808,163.39,1,The Notorious B.I.G.,Hip hop,-1
0.487,1994,0.0553,['Beastie Boys'],0.773,179107,0.439,1,2qTuEV2bEGAuuXqbTX1eSV,0.825,10,0.762,-6.689,1,Sure Shot - European B-Boy Mix/Remastered 2009,41,5/23/1994,0.0513,97.684,1,Beastie Boys,Hip hop,-1
0.735,1996,0.424,['Fugees'],0.539,337200,0.486,1,3FFDBbDxnHNZKdQwx2HPjE,0.0,7,0.497,-15.236,0,The Beast,45,2/13/1996,0.749,78.871,1,Fugees,progressive hip hop,-1
0.0737,2003,0.983,['William Basinski'],0.153,410987,0.0391,0,2UZXQrEi0A8ySbDuyeuMt3,0.928,3,0.0774,-32.652,1,Melancholia II,51,1/17/2003,0.0362,69.906,1,William Basinski,Experimental,-1
0.642,2004,0.326,['Kanye West'],0.648,78693,0.218,1,25mwJPzWVmS2yronBNQJF1,0.0,8,0.352,-15.108,1,School Spirit Skit 1,46,2/10/2004,0.95,164.25,1,Kanye West,Hip hop,-1
0.704,2005,0.817,['Kanye West'],0.746,41067,0.306,1,62KeM7jbmYvzT5FycdiQeS,0.0,10,0.0657,-9.765,1,Wake Up Mr. West,48,8/30/2005,0.93,73.346,1,Kanye West,Hip hop,-1
0.703,2007,6.64e-06,['Godsmack'],0.347,248333,0.836,1,0NLawlO6diSdXO9eHnFJXO,0.811,2,0.331,-6.761,1,The Enemy,47,1/1/2007,0.0293,80.661,1,Godsmack,heavy metal,-1
0.038,2007,0.241,['This Will Destroy You'],0.263,676987,0.171,0,37HI0imp0t6a0MBS00lPkS,0.87,1,0.0766,-11.748,1,The Mighty Rio Grande,48,1/8/2007,0.0338,111.995,1,This Will Destroy You,ambient,-1
0.611,2010,0.00816,"['Yelawolf', 'Gucci Mane']",0.785,311773,0.566,1,2A7ZlQRIhZhsJC7bk7hGNB,9.05e-05,1,0.799,-8.488,1,I Just Wanna Party,50,1/1/2010,0.438,160.01,2,Yelawolf,Hip hop,-1
0.764,2010,0.511,['Kendrick Lamar'],0.644,210495,0.801,1,53mCo1wDJ12iZNq9LgIeg2,8.59e-06,7,0.614,-4.55,1,Ignorance Is Bliss,50,9/14/2010,0.387,82.156,1,Kendrick Lamar,Hip hop,-1
0.21,2011,0.837,['C418'],0.539,41500,0.198,0,4B6A1T91lF1IRKkBVwUzWe,0.00549,11,0.359,-31.238,0,Death,54,3/4/2011,0.835,58.309,1,C418,Ambient,-1
0.199,2011,0.429,"['Kendrick Lamar', 'Ashtro Bot']",0.465,227291,0.854,1,7AaET28qSzlkFBcySHh4ES,0.0,7,0.618,-7.564,1,Keisha's Song (Her Pain) (feat. Ashtro Bot),51,7/2/2011,0.377,85.126,2,Kendrick Lamar,Hip hop,-1
0.0316,2012,0.74,['Frank Ocean'],0.347,45640,0.33,0,0GAE689kVy7sFT2QWZH1Xa,0.931,7,0.557,-19.761,1,Start,50,7/10/2012,0.149,82.85,1,Frank Ocean,pop,-1
0.295,2015,0.278,"['GoldLink', 'Masego']",0.442,161080,0.446,1,60ZZNXIdwgUGkVGRt7foLT,0.0,9,0.308,-11.354,0,Late Night (feat. Masego),59,11/6/2015,0.786,51.539,2,GoldLink,Hip hop,-1
0.324,2016,0.732,['Kendrick Lamar'],0.567,496173,0.463,1,40IQooNkPRVtn4zlE3ZFpA,0.0,6,0.709,-11.669,0,untitled 07 | 2014 - 2016,59,3/4/2016,0.504,126.982,1,Kendrick Lamar,Hip hop,-1
0.204,2017,0.396,['Wifisfuneral'],0.787,124232,0.435,1,58orasu4acwvl06LdyRCyH,0.0,11,0.0713,-12.083,0,Wya?,62,5/12/2017,0.649,169.99,1,Wifisfuneral,Hip hop,-1
0.52,1948,0.994,['Lata Mangeshkar'],0.748,181075,0.117,0,3pr70zgBSDNFBGarquTvNN,0.155,5,0.506,-13.041,0,Main To Nachoon,0,12/31/1948,0.542,70.018,1,Lata Mangeshkar,classical,-1
0.0557,1950,0.579,['Stan Kenton'],0.162,300960,0.252,0,0drBgbcjQes3ya3659WlDT,0.912,7,0.358,-12.178,1,Theme For Sunday,2,1/1/1950,0.0325,69.08,1,Stan Kenton,West Coast jazz,-1
0.909,1950,0.987,['Geeta Dutt'],0.602,184173,0.302,0,0ie9cy8U5pGfLmRt2wxqza,0.943,3,0.735,-15.324,1,Suno Gajar Kya Gaye,1,12/1/1950,0.0415,147.308,1,Geeta Dutt,Classical,-1
0.768,1953,0.995,"['Geeta Dutt', 'Mohammed Rafi']",0.738,165956,0.137,0,0ba853aOnUaYoJ5XmYlUsT,0.871,9,0.246,-14.772,1,"Lag Gayi Ankhiyan O More Balam (From ""Jeevan Jyoti"")",1,1/1/1953,0.343,73.346,2,Geeta Dutt,Classical,-1
0.906,1954,0.851,['Gerry Mulligan'],0.665,290093,0.392,0,0DTRhASyyVjXiFwyT96YHK,0.596,2,0.979,-20.641,0,Bernie's Tune,3,3/4/1954,0.457,131.579,1,Gerry Mulligan,cool jazz,-1
0.547,1954,0.666,"['Dinah Washington', 'Clifford Brown']",0.354,882507,0.82,0,4HNnVNf7PyrO5K5PEeaYsV,0.868,5,0.695,-8.102,0,Move,2,1/1/1954,0.201,182.167,2,Dinah Washington,R&B,-1
0.975,1956,0.41,['Moondog'],0.657,50773,0.373,0,18bblBN6BAgRQJKs2KpFwX,1.23e-06,0,0.802,-18.445,1,Dance Rehearsal,10,1/1/1956,0.351,55.808,1,Moondog,Classical,-1
0.109,1959,0.991,['Thelonious Monk'],0.696,245027,0.019,0,4WuxWlV7fk6RP2oAGqgZbu,0.9,0,0.0915,-23.858,1,"There's Danger In Your Eyes, Cherie - Take 1",14,1/1/1959,0.0744,68.041,1,Thelonious Monk,bebop,-1
0.847,1965,0.897,['Tom Lehrer'],0.501,131893,0.451,0,2Bnbo39pUWykSMb0MGft4K,0.0,3,0.751,-12.767,1,The Folk Song Army,17,1/1/1965,0.83,80.614,1,Tom Lehrer,novelty,-1
0.0366,1966,0.682,['Frank Sinatra'],0.438,150600,0.876,0,4JOoQKUMCKVNIpLBlTfyF4,0.0,1,0.912,-15.569,1,A Few Last Words (Sinatra Monologue) - Live At The Sands Hotel And Casino/1966,23,1966-07,0.912,107.605,1,Frank Sinatra,swing,-1
0.125,1969,0.000893,['Led Zeppelin'],0.271,901640,0.642,0,76HR8Ox6ApIoipqrXDheZ3,0.277,2,0.634,-10.107,1,"Dazed and Confused - Live in Paris, 1969",28,1/12/1969,0.0778,125.768,1,Led Zeppelin,heavy metal,-1
0.765,1972,0.786,['Donny Hathaway'],0.648,726253,0.423,0,37M3f5O3nMjnAGK2I5Qve3,0.672,3,0.876,-16.265,0,"The Ghetto - Live at the Troubador, Los Angeles, CA",37,1/1/1972,0.0497,123.516,1,Donny Hathaway,R&B,-1
0.0281,1972,0.936,['The Band'],0.214,82800,0.843,0,2lEdJoR1lrWoELvCYCaxnh,0.703,7,0.375,-18.957,0,"Introduction - Live At The Academy Of Music, New York, 1971 / Remastered 2001",28,1/1/1972,0.573,171.89,1,The Band,Americana,-1
0.137,1973,3.66e-05,['ZZ Top'],0.146,284040,0.978,0,4uc1in0E5mXcfBmIsVWhXW,0.719,2,0.885,-8.462,1,La Grange - Live,33,7/26/1973,0.226,174.147,1,ZZ Top,hard rock,-1
0.197,1974,0.218,['Lou Reed'],0.259,783373,0.623,0,08DwW7rnVag6JbXzCLk6jh,0.127,0,0.991,-9.512,1,Heroin - Live,31,2/1/1974,0.103,169.863,1,Lou Reed,Rock,-1
0.32,1975,0.933,['Richard Pryor'],0.51,324227,0.685,1,6Dm8KFeZ5RaYNmU5g8QdBt,7.39e-05,8,0.715,-14.742,0,Nigger WIth a Seizure - Remastered Version,27,1/1/1975,0.934,114.478,1,Richard Pryor,black comedy,-1
0.42,1975,0.83,['Richard Pryor'],0.545,101627,0.667,1,0c7566F2Aloxllc5ymgwWG,0.0,4,0.782,-12.837,1,Niggers vs. The Police - Remastered Version,27,1/1/1975,0.957,77.909,1,Richard Pryor,black comedy,-1
0.179,1975,0.85,['Richard Pryor'],0.414,208200,0.822,1,42D4UVpki8bn02cS01Ujcb,0.0,5,0.909,-15.263,0,I Hope I'm Funny - Remastered,26,1/1/1975,0.941,83.979,1,Richard Pryor,black comedy,-1
0.336,1976,0.000766,['Lynyrd Skynyrd'],0.251,895933,0.668,0,6kmA0HGaRPiD6Ck9EdhaZr,0.593,5,0.557,-11.921,1,"Free Bird - Live At Fox Theater, Atlanta/1976",29,1/1/1976,0.0655,115.628,1,Lynyrd Skynyrd,blues rock,-1
0.797,1982,0.0183,['Gregory Isaacs'],0.775,322933,0.202,0,10O7sLRorGAiT52N5DHD58,0.808,10,0.0676,-13.708,1,Cool Down The Dub - Single Version,31,1/1/1982,0.336,75.728,1,Gregory Isaacs,lovers\' rock,-1
0.25,1983,0.000391,['Mercyful Fate'],0.291,685893,0.901,0,5Gx2EpxEZBPpEiySoHhjRO,0.797,4,0.339,-10.343,0,Satan's Fall,34,1/1/1983,0.119,90.727,1,Mercyful Fate,Heavy metal,-1
0.0373,1983,0.68,['Philip Glass'],0.206,209840,0.0367,0,7kz5wYuP7kULlvZ9xfsI59,0.967,10,0.112,-26.213,1,Koyaanisqatsi,43,1/1/1983,0.0413,65.308,1,Philip Glass,Minimalism,-1
0.0572,1983,0.476,['The Cramps'],0.453,122293,0.947,0,3NJB1iRWPlBgHpixVKlvlq,0.508,11,0.373,-8.393,0,Love Me,30,1/1/1983,0.213,100.372,1,The Cramps,surf,-1
0.0318,1984,0.978,"['Ennio Morricone', 'Edda Dell Orso']",0.0861,265560,0.0516,0,1aO88mliAcPtD9Hwl9XAHJ,0.965,4,0.0984,-24.91,1,Deborah's Theme,29,6/1/1984,0.0436,78.992,2,Ennio Morricone,classical,-1
0.145,1984,0.000329,['Mercyful Fate'],0.15,454040,0.871,0,6cDxHQvtVo6sxRbSUWZf5C,0.84,4,0.0707,-10.297,0,The Oath,34,1/1/1984,0.126,168.656,1,Mercyful Fate,Heavy metal,-1
0.0389,1986,0.93,['Robin Williams'],0.509,118427,0.973,0,7fcfFtyBmxcR4nLUGN8nxU,0.0,6,0.841,-9.552,0,Opening - Live,28,4/11/1986,0.914,77.81,1,Robin Williams,improvisational comedy,-1
0.113,1988,0.00887,['Pink Floyd'],0.303,376693,0.78,0,1ZBfMHYRpikRyO7ty9xXBd,0.745,4,0.594,-15.47,1,One of These Days - Live,38,11/22/1988,0.208,128.907,1,Pink Floyd,psychedelia,-1
0.93,1988,0.929,['Danny Elfman'],0.801,67507,0.18,0,58CHls7AIOafGF69NNTbhI,0.874,0,0.384,-21.889,1,"Travel Music - From The ""Beetlejuice"" Soundtrack",30,1/1/1988,0.0506,126.58,1,Danny Elfman,pop,-1
0.0388,1990,0.613,['Ween'],0.263,210067,0.901,0,3mKFCngvUNBqUZYw3j2k4N,0.602,4,0.317,-11.332,1,Birthday Boy,34,1/1/1990,0.166,50.686,1,Ween,experimental rock,-1
0.0608,1990,0.941,['Danny Elfman'],0.21,125027,0.0277,0,3bXJxxOYIo8sTbgnVuAs8F,0.918,10,0.0909,-29.027,1,Beautiful New World / Home Sweet Home,34,1/1/1990,0.0389,78.844,1,Danny Elfman,pop,-1
0.212,1992,0.128,['R.E.M.'],0.175,196200,0.335,1,1DT8eLo3WOJ2cCDfYWMU2G,0.845,0,0.162,-12.504,1,Star Me Kitten,44,10/5/1992,0.0341,175.838,1,R.E.M.,post-punk,-1
0.278,1993,2.26e-05,['Butthole Surfers'],0.29,183467,0.912,1,4BW55ofrMAaJ05qkgwHxED,0.231,4,0.775,-7.38,1,Goofy's Concern,38,1/1/1993,0.0563,171.93,1,Butthole Surfers,alternative rock,-1
