valence,year,acousticness,artists_combined,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,artist_count,artist_1,genre,anomaly
0.0215,1994,0.016,['Darkthrone'],0.267,369760,1.0,1,2JIRtFAIUkd86PQD12Hm7r,0.447,4,0.45,-4.92,0,Transilvanian Hunger - Studio,46,2/17/1994,0.135,138.616,1,Darkthrone,publisher=About.com,-1
0.05,1995,0.972,['Alan Menken'],0.116,115013,0.0218,0,3hfA9CASYkUyvP7gU4gTip,0.926,7,0.154,-26.685,1,"I'll Never See Him Again - From ""Pocahontas""/Score",40,1/1/1995,0.0379,94.231,1,Alan Menken,Pop,-1
0.0341,1996,1.34e-06,['Burzum'],0.285,519293,0.93,0,2XHG1C3ksw9EAclBFDYZ2M,0.988,0,0.518,-7.939,1,Jesus' Tod,46,1/1/1996,0.0752,80.436,1,Burzum,website=Allmusic,-1
0.968,1997,0.165,['Yo La Tengo'],0.816,162307,0.356,0,6OGjWY39HlMdrF5bNeikkG,0.605,2,0.0706,-13.663,1,Center of Gravity,42,4/22/1997,0.454,159.592,1,Yo La Tengo,website=PopMatters,-1
0.107,1997,0.923,['Alan Menken'],0.154,45973,0.165,0,59F43S4fSrHLFd23HKZbfx,0.938,0,0.279,-20.323,1,Oh Mighty Zeus,40,1/1/1997,0.0401,168.641,1,Alan Menken,Pop,-1
0.234,1998,0.0659,['Kid Rock'],0.488,373467,0.857,1,1RNndg07sHHPZ5kphkGPwf,0.0,2,0.487,-6.63,1,Fuck Off,39,8/5/1998,0.459,174.939,1,Kid Rock,hip hop,-1
0.784,1998,0.986,['Rob Zombie'],0.524,30400,0.69,0,2zPjC4hu9tZWFCVAdFgagX,0.603,6,0.434,-12.459,1,Call Of The Zombie,39,1/1/1998,0.562,95.308,1,Rob Zombie,heavy metal,-1
0.166,2000,2.45e-05,['Pantera'],0.301,319173,0.988,1,4zwzfzX5nXgD5Ro2tXIxhf,0.231,1,0.191,-2.898,1,I'll Cast a Shadow,44,1/1/2000,0.173,127.803,1,Pantera,heavy metal,-1
0.0618,2002,0.000156,['Otep'],0.605,261680,0.998,1,7J9tkRgN26YmIHXl4fnVlp,0.784,1,0.217,-3.818,0,Battle Ready,44,1/1/2002,0.0843,106.815,1,Otep,rap metal,-1
0.83,2004,0.334,['Kanye West'],0.716,43533,0.308,1,5MAY7XyW322jMwLDtBQgsZ,0.0,5,0.215,-12.629,1,School Spirit Skit 2,46,2/10/2004,0.925,128.412,1,Kanye West,Hip hop,-1
0.741,2004,0.803,['Kanye West'],0.64,53640,0.279,1,4BhwlQ9mTwhFGXpQvP9JTV,0.0,10,0.375,-12.396,1,Lil Jimmy Skit,45,2/10/2004,0.484,82.475,1,Kanye West,Hip hop,-1
0.748,2005,0.467,['Kanye West'],0.825,33573,0.307,1,164al00XRSLWG6h4hc12bD,0.0,10,0.146,-12.543,1,Skit #1,46,8/30/2005,0.911,53.629,1,Kanye West,Hip hop,-1
0.448,2009,0.833,['John Mulaney'],0.48,374773,0.867,0,1OWYw9x5rS9YeqFHigsJp1,0.0,4,0.844,-5.225,1,The Salt and Pepper Diner,46,3/24/2009,0.92,80.286,1,John Mulaney,sketch comedy,-1
0.0486,2010,0.935,['Alan Menken'],0.182,167693,0.115,0,0OAnOHYJxsMtMTZ6vf14xh,0.82,4,0.494,-16.315,1,"Waiting for the Lights - From ""Tangled""/Score",51,1/1/2010,0.0376,143.274,1,Alan Menken,Pop,-1
0.0378,2010,0.873,['Daft Punk'],0.104,148013,0.0818,0,3vYg8WcDdRyiHfOpfjqlTa,0.976,1,0.132,-14.773,1,Overture,50,1/1/2010,0.0483,72.639,1,Daft Punk,electronic,-1
0.0395,2012,0.921,['James Newton Howard'],0.0629,299800,0.0234,0,2kAwInoNljoVi4SsYCnFeo,0.971,9,0.0796,-20.537,0,Rue's Farewell,54,1/1/2012,0.0438,65.895,1,James Newton Howard,rock,-1
0.0442,2013,0.937,['Jeremy Soule'],0.0619,331476,0.172,0,2rtFUTZLSQ7cECBXfUOgJe,0.952,10,0.17,-20.773,1,Far Horizons,55,1/31/2013,0.0404,65.409,1,Jeremy Soule,classical,-1
0.039,2013,0.809,['Jeremy Soule'],0.0676,2558287,0.21,0,4uiYbSb9a0jbNctHif2j4w,0.897,4,0.0872,-29.314,0,Skyrim Atmospheres,53,1/31/2013,0.0886,75.267,1,Jeremy Soule,classical,-1
0.966,2016,0.594,['Kanye West'],0.756,44827,0.374,1,5CGS4UovzA7ftCJkLVXQju,0.0,5,0.217,-7.966,1,I Love Kanye,59,6/10/2016,0.741,80.326,1,Kanye West,Hip hop,-1
0.761,2020,0.0849,['NLE Choppa'],0.787,148759,0.713,1,44sYqNBttbXNxya33FJ3Dj,0.0,7,0.717,-5.252,1,Camelot,70,8/10/2020,0.401,175.046,1,NLE Choppa,Hip hop,-1
0.945,2020,0.742,"['21 Savage', 'Metro Boomin']",0.607,57074,0.371,1,2y3mrzWEWaAFqb2jf5fED8,0.000164,1,0.403,-14.255,0,Snitches & Rats (Interlude),69,10/2/2020,0.894,102.481,2,21 Savage,Hip hop,-1
0.327,1935,0.898,['Lead Belly'],0.802,57522,0.989,0,6qpldKZyxDzIH3kBeb1vzP,0.514,2,0.191,-7.975,0,Old Man Settin' In The Corner Dyin' (142-B-2),1,1/1/1935,0.207,133.044,1,Lead Belly,folk,-1
0.576,1954,0.544,['Louis Armstrong'],0.264,165067,0.973,0,5Ds5ooJlljZ1qJ8WdRfQRS,0.515,3,0.934,-6.818,1,Tiger Rag,3,1/1/1954,0.427,160.611,1,Louis Armstrong,jazz,-1
0.842,1965,0.903,['Tom Lehrer'],0.543,132840,0.535,0,1MqQxG7GSIaI4Col6sRsqf,0.0,3,0.767,-12.283,1,Whatever Became Of Hubert?,15,1/1/1965,0.824,92.334,1,Tom Lehrer,novelty,-1
0.177,1968,0.882,['Johnny Cash'],0.43,63680,0.652,0,6aYaK91H5FjdD8Og5eNAXd,0.0,1,0.959,-16.471,1,"Announcements and Johnny Cash Intro from Hugh Cherry - Live at Folsom State Prison, Folsom, CA (1st Show) - January 1968",24,5/2/1968,0.922,172.31,1,Johnny Cash,Country,-1
0.756,1973,0.804,"['Oscar Peterson', 'Joe Pass', 'Niels-Henning Orsted Pedersen']",0.266,331920,0.573,0,61uAmC79cslPTgyFbv2jPC,0.92,5,0.981,-15.044,1,Blues Etude - Live,33,1/1/1973,0.0626,173.474,3,Oscar Peterson,classical,-1
0.268,1975,0.86,['Richard Pryor'],0.463,130000,0.847,1,7Ad1eHzGIMY9nz9xRkXrpz,3.18e-05,2,0.936,-12.477,1,Wino Dealing with Dracula - Remastered Version,25,1/1/1975,0.936,110.84,1,Richard Pryor,black comedy,-1
0.279,1976,0.0189,['Lynyrd Skynyrd'],0.2,865867,0.826,0,7BNnwuJj2w023oJKjM82P9,0.822,5,0.985,-8.75,1,Free Bird - Live - Undubbed (Fox Theater 2001 Deluxe Edition),27,1/1/1976,0.0641,156.345,1,Lynyrd Skynyrd,blues rock,-1
0.19,1977,0.769,['Billy Joel'],0.338,121533,0.473,0,2PeB3kosc35XamDfXy3eAc,4.21e-06,7,0.725,-16.501,1,"Band Introductions - Live at Carnegie Hall, New York, NY - June 1977",29,1/1/1977,0.483,60.671,1,Billy Joel,Rock,-1
0.0318,1978,0.00716,['Jean-Michel Jarre'],0.123,143680,0.285,0,2vpkLvyod4DAhOe57yWmmb,0.861,0,0.111,-10.619,1,"Equinoxe, Pt. 1",43,1978-12,0.0358,89.747,1,Jean-Michel Jarre,Ambient,-1
0.0506,1978,0.672,"['Jim Morrison', 'The Doors']",0.265,100160,0.824,0,3uCB5PXvsQ1P6fB9fa5nMa,0.59,5,0.6,-18.359,1,Babylon Fading,31,1/1/1978,0.435,116.673,2,Jim Morrison,publisher=Greenwood Publishing Group,-1
0.035,1978,0.979,['Joe Walsh'],0.298,84640,0.00791,0,5X8B5hBhjKuY2Z7yBkQjft,0.931,0,0.11,-28.274,1,Inner Tube,26,6/1/1978,0.0292,69.096,1,Joe Walsh,blues rock,-1
0.16,1978,0.872,"['Jim Morrison', 'The Doors']",0.264,66893,0.939,0,3qlhpwcyz1bt2Xm3R1rFLc,0.737,9,0.987,-13.72,0,The World on Fire,31,1/1/1978,0.781,143.777,2,Jim Morrison,publisher=Greenwood Publishing Group,-1
0.424,1979,0.857,['Robin Williams'],0.52,486429,0.552,1,6Ka93X2GkuYeyQC1y8pjtG,1.25e-05,1,0.972,-19.593,1,Nicky Lenin,25,1/1/1979,0.907,111.722,1,Robin Williams,improvisational comedy,-1
0.616,1979,0.82,['Robin Williams'],0.513,245522,0.331,1,0LNXTK9CWISBmtAe7PICff,0.0,10,0.815,-22.549,1,Pop Goes The Weasel,25,1/1/1979,0.943,79.248,1,Robin Williams,improvisational comedy,-1
0.51,1979,0.861,['Robin Williams'],0.663,103909,0.345,1,1WBqwu6JtVRD0F0tbnvlPm,1.68e-06,10,0.955,-22.862,0,Kindergarten Of The Stars,24,1/1/1979,0.919,82.852,1,Robin Williams,improvisational comedy,-1
0.0399,1979,0.00806,['Joy Division'],0.108,252186,0.976,0,4PUTWekUXNWAmWughTwmAZ,0.517,1,0.354,-5.829,0,"The Only Mistake - The Factory, Manchester Live 11 April 1980",32,6/1/1979,0.118,90.681,1,Joy Division,gothic rock,-1
0.679,1979,0.858,['Robin Williams'],0.569,145148,0.679,1,4ErkaAxlbCvKJB92jGi9c2,0.0,9,0.697,-16.447,1,Come Inside My Mind,23,1/1/1979,0.927,102.229,1,Robin Williams,improvisational comedy,-1
0.0,1982,0.293,['Bad Brains'],0.42,45000,0.000281,0,2825UQ58tG56ozABVD8bwf,0.442,1,0.749,-15.637,1,Intro,28,1/1/1982,0.398,79.383,1,Bad Brains,alternative metal,-1
0.435,1982,0.962,['Eddie Murphy'],0.416,228307,0.817,1,0B88AxiCoellw6uBzJh5cq,1.68e-06,5,0.974,-11.345,0,Moses,25,1/1/1982,0.892,77.61,1,Eddie Murphy,musical comedy,-1
0.502,1983,0.994,['Daniel Johnston'],0.731,96760,0.0814,0,5p2B5ErgcXPKk8UJmmf8y8,0.853,0,0.108,-26.135,0,I Am A Baby (In My Universe),28,9/1/1983,0.62,128.075,1,Daniel Johnston,Outsider,-1
0.104,1983,0.823,['Robin Williams'],0.508,337355,0.526,1,5uP4WyhiUVxpeZbIdVH1t6,4.25e-06,10,0.845,-24.607,1,Throbbing Python Of Love,25,1/1/1983,0.94,85.223,1,Robin Williams,improvisational comedy,-1
0.101,1983,0.869,['Robin Williams'],0.524,179722,0.512,1,6myYDxeiyEdwJJXXpPzSCR,4.14e-05,2,0.894,-20.944,1,Cats,25,1/1/1983,0.918,108.305,1,Robin Williams,improvisational comedy,-1
0.151,1983,0.791,['Robin Williams'],0.511,258401,0.402,1,4TA200ZESlnLvWD5dIdZxP,0.0,2,0.961,-25.399,1,Wines,24,1/1/1983,0.93,90.84,1,Robin Williams,improvisational comedy,-1
0.118,1983,0.858,['Robin Williams'],0.485,223432,0.506,1,5VhPJxUYEpSJpFW1ZcYvrt,1.66e-05,6,0.828,-22.268,1,Back Home,24,1/1/1983,0.902,108.277,1,Robin Williams,improvisational comedy,-1
0.262,1983,0.876,['Robin Williams'],0.57,76017,0.622,1,5qwyhD2wbONy8XBL3eUW52,0.000406,9,0.686,-22.756,1,Richard Simmons,24,1/1/1983,0.919,130.604,1,Robin Williams,improvisational comedy,-1
0.0315,1983,0.972,['Brian Eno'],0.0678,263307,0.0453,0,5Qpkug9gDa6yQAMzpIgaDL,0.941,0,0.114,-21.066,1,Like I Was A Spectator,35,7/1/1983,0.0502,75.205,1,Brian Eno,Ambient,-1
0.184,1983,0.882,['Robin Williams'],0.466,245975,0.528,1,4eLpvo0IleMdzu8oPQNyv3,0.000149,9,0.922,-21.129,1,Shake Hands With Mr Happy,24,1/1/1983,0.936,166.82,1,Robin Williams,improvisational comedy,-1
0.198,1986,0.834,['Robin Williams'],0.581,111347,0.905,0,6hknwntxKpsghhdh8VnDqp,0.0,5,0.787,-10.797,1,Khadafi - Live,26,4/11/1986,0.945,95.519,1,Robin Williams,improvisational comedy,-1
0.154,1986,0.87,['Robin Williams'],0.521,251147,0.887,0,0L2uKtQAT0MQSB5AUDKNIb,0.0,5,0.749,-11.159,0,Cocaine - Live,25,4/11/1986,0.958,64.525,1,Robin Williams,improvisational comedy,-1
0.168,1986,0.789,['Robin Williams'],0.545,173640,0.735,0,7magEu4Us2mzPtkfz25BUh,0.0,8,0.729,-14.15,1,Cops - Live,25,4/11/1986,0.96,81.632,1,Robin Williams,improvisational comedy,-1
0.186,1986,0.882,['Robin Williams'],0.496,254547,0.873,0,1SDq8S0ct9qDcQglAdFJec,0.0,7,0.94,-11.872,1,Childbirth - Live,25,4/11/1986,0.958,69.595,1,Robin Williams,improvisational comedy,-1
0.0928,1989,0.00253,['Faith No More'],0.138,341640,0.922,0,7w5BiU7FKTioZLF9btCx1R,0.816,9,0.198,-12.127,1,Woodpecker from Mars,35,1/1/1989,0.201,87.162,1,Faith No More,post-punk,-1
0.145,1989,0.000668,['Fugazi'],0.344,130560,0.995,0,4gXeCpsRwaa4puBYzEIynv,0.708,11,0.188,-4.827,0,Lockdown,32,1/1/1989,0.317,76.978,1,Fugazi,experimental rock,-1
0.0342,1992,3.85e-06,['Darkthrone'],0.141,421680,0.999,1,1qY7zhfiiMVzb38kJ2806t,0.00804,11,0.109,-5.335,1,In the Shadow of the Horns - Studio,41,2/26/1992,0.14,145.834,1,Darkthrone,publisher=About.com,-1
0.08,1994,0.000285,['Pantera'],0.322,291840,0.983,1,09f12NM8XXy8oy5L1a2uKO,0.708,2,0.11,-5.591,1,Use My Third Arm,39,1/1/1994,0.1,120.505,1,Pantera,heavy metal,-1
0.105,1995,0.0867,['Pink Floyd'],0.428,649067,0.684,0,5YAzmqb3i4ltub07mU90Vs,0.366,9,0.937,-11.987,1,Sorrow - Live,44,1/1/1995,0.0427,95.008,1,Pink Floyd,psychedelia,-1
0.0603,1995,0.599,['Pink Floyd'],0.295,352000,0.294,0,4mdhTaiGMpwy6U1tDUhfQl,0.251,5,0.995,-15.308,1,The Great Gig in the Sky - Live,43,1/1/1995,0.034,59.602,1,Pink Floyd,psychedelia,-1
0.108,1995,0.0016,['Foo Fighters'],0.192,349893,0.977,0,5EwyzrFLXlcnPenrPQ9DlO,0.867,7,0.27,-9.027,1,Exhausted,41,7/4/1995,0.0932,120.652,1,Foo Fighters,hard rock,-1
0.714,1996,0.44,['Fugees'],0.784,359640,0.438,1,01Zgtq7fhxX6jEywd2WYrh,0.0,11,0.655,-13.994,0,Manifest/Outro,42,2/13/1996,0.487,94.641,1,Fugees,progressive hip hop,-1
0.321,1997,0.574,['The Notorious B.I.G.'],0.592,48133,0.993,1,3DzmXojNacImcQ2uIM1wQS,0.000142,7,0.627,-5.129,1,B.I.G. (Interlude) - 2014 Remaster,41,3/4/1997,0.491,99.608,1,The Notorious B.I.G.,Hip hop,-1
0.187,1998,0.845,['Rob Zombie'],0.496,103107,0.825,0,6kT2VCmHwlASVk9iyZrKj8,0.977,11,0.675,-15.431,0,Perversion 99,39,1/1/1998,0.041,140.0,1,Rob Zombie,heavy metal,-1
0.428,1998,0.00629,['Boards of Canada'],0.913,472520,0.429,0,6G4Iu30Hp9SHWQ1k2Fow7i,0.868,5,0.0791,-13.764,0,Happy Cycling,43,4/20/1998,0.133,100.01,1,Boards of Canada,Electronic,-1
0.0626,1999,6.87e-06,['Mushroomhead'],0.23,192986,0.993,1,0XSvuQnKl4ssIqunUzOd2d,0.779,11,0.14,-3.762,1,Before I Die,40,3/9/1999,0.266,163.105,1,Mushroomhead,nu metal,-1
0.0466,2004,0.98,"['Ennio Morricone', 'Yo-Yo Ma', 'Roma Sinfonietta']",0.105,145147,0.208,0,7ufjlAqHC2ED4y8574RM6v,0.838,7,0.374,-15.295,1,The Mission: The Falls,46,1/1/2004,0.0381,157.851,3,Ennio Morricone,classical,-1
0.95,2005,0.253,['Kanye West'],0.731,31360,0.412,1,466XcSgGAiQxcDrcV0yoMP,0.0,11,0.164,-11.59,0,Skit #2,44,8/30/2005,0.946,66.512,1,Kanye West,Hip hop,-1
0.0344,2006,0.956,['Jeremy Soule'],0.0674,281548,0.0267,0,4Qf4sunHJJz4581avJ07kX,0.947,3,0.11,-25.469,0,Minstrel's Lament,47,3/20/2006,0.0388,71.49,1,Jeremy Soule,classical,-1
0.0495,2011,0.992,['Ludovico Einaudi'],0.277,411080,0.0314,0,0VLascXUZ2Ze2u5kUD5J1f,0.943,2,0.0712,-30.21,1,I Giorni,63,1/1/2011,0.0545,131.571,1,Ludovico Einaudi,film score,-1
0.0634,2012,0.581,['The Weeknd'],0.287,363640,0.498,1,3sk0k4PXonU7K2N4S6FHXF,7.56e-05,6,0.322,-7.523,0,Loft Music,46,1/1/2012,0.177,171.725,1,The Weeknd,Pop,-1
0.0391,2013,0.978,['C418'],0.102,185000,0.0265,0,0G6qJsqHP0Bbe5XuRjxGQq,0.963,1,0.0817,-20.832,1,Mutation,52,11/9/2013,0.042,73.097,1,C418,Ambient,-1
0.0658,2020,0.0279,['Bryson Tiller'],0.374,179976,0.577,1,4SVTus5gJc5cfkFZ8ELK1p,5.6e-06,1,0.562,-7.085,1,Years Go By,69,10/2/2020,0.302,184.201,1,Bryson Tiller,R&B,-1
0.919,1947,0.995,['Geeta Dutt'],0.672,256962,0.476,0,6hEVBaqghgXNuQyMPbqBIY,0.814,11,0.288,-8.269,1,Mere Piya To Base Pardes Re,0,1/1/1947,0.198,78.104,1,Geeta Dutt,Classical,-1
0.783,1949,0.995,['Geeta Dutt'],0.718,206175,0.122,0,2oaLzpMc0MWw0JjIJZ3wtL,0.402,5,0.162,-10.798,0,Bolo Mara Nandanba,0,6/28/1949,0.557,81.779,1,Geeta Dutt,Classical,-1
0.816,1951,0.995,"['Mohammed Rafi', 'Asha Bhosle']",0.711,177582,0.181,0,2C9VANMukezWUd4AL7NXk3,0.687,11,0.121,-14.985,0,Jo Kuchh Humen Kahna Hai,0,12/31/1951,0.624,163.944,2,Mohammed Rafi,Shabad,-1
0.606,1952,0.995,"['Mohammed Rafi', 'Shamshad Begum']",0.484,203704,0.163,0,2FkV0dzjgY2IccL3cpuPVY,0.941,6,0.115,-17.853,0,Rangrangilee Duniya Mein,0,12/31/1952,0.278,69.495,2,Mohammed Rafi,Shabad,-1
0.834,1953,0.993,['Lata Mangeshkar'],0.688,192337,0.19,0,1XVxILstgXGQAkRPUjBkRp,0.902,2,0.0981,-12.28,1,Tu Ishq Se Dar Bemaut Na Mar,0,12/31/1953,0.761,68.226,1,Lata Mangeshkar,classical,-1
0.888,1954,0.993,['Lata Mangeshkar'],0.567,194496,0.249,0,0LWLv40SkggJ7vvx4vpOND,0.782,1,0.198,-11.344,1,Koyel Bole Ku Papiha Bole Pi,0,4/30/1954,0.441,173.47,1,Lata Mangeshkar,classical,-1
0.45,1955,0.356,['Louis Armstrong'],0.418,310027,0.932,0,7igTORFCLUx9ybMdwIgIHL,0.672,7,0.979,-10.073,0,Royal Garden Blues,5,1/1/1955,0.5,124.251,1,Louis Armstrong,jazz,-1
0.288,1959,0.915,['Art Blakey'],0.361,335933,0.166,0,5H5B31eSz9Z1ebuSIccj9O,0.859,0,0.781,-17.074,0,I Remember Clifford,15,1/1/1959,0.0611,62.172,1,Art Blakey,hard bop,-1
0.381,1959,0.765,['Harry Belafonte'],0.574,761853,0.666,0,2Db2U7GBVPz4dn0SQvCOrM,1.59e-06,8,0.809,-12.874,1,Matilda - Live,13,7/1/1959,0.831,77.907,1,Harry Belafonte,Calypso,-1
0.765,1960,0.968,"['Manna Dey', 'Asha Bhosle', 'Sudha Malhotra', 'S. D. Batish', 'Mohammed Rafi']",0.471,708220,0.803,0,32vlbszPBrCSOXNRI7LB07,0.817,1,0.22,-5.8,1,Na To Caravan Ki Talash Hai,12,1/1/1960,0.125,101.028,5,Manna Dey,Classical,-1
0.0686,1966,0.852,['Ennio Morricone'],0.12,131880,0.426,0,2Hvw0AS8RhT8TKY2nOuleb,0.896,10,0.321,-6.615,1,The Carriage of the Spirits - La Carrozza Dei Fantasmi,19,1/1/1966,0.0311,70.651,1,Ennio Morricone,classical,-1
0.151,1967,0.204,"['Frank Zappa', 'The Mothers Of Invention']",0.136,61053,0.937,0,0PEN1E3VWQ0jAcd7ONuuAl,0.804,11,0.636,-6.837,1,Amnesia Vivace,23,5/26/1967,0.0822,86.231,2,Frank Zappa,Rock,-1
0.331,1973,0.941,"['Oscar Peterson', 'Joe Pass', 'Niels-Henning Orsted Pedersen']",0.332,832840,0.362,0,3XZGTlTWpzrxiAT9tjzlSL,0.909,10,0.933,-16.326,1,Chicago Blues - Live,31,1/1/1973,0.0355,79.178,3,Oscar Peterson,classical,-1
0.0343,1974,0.151,['Kraftwerk'],0.236,401987,0.192,0,4QSuBZiLccXIvKL0zn8bTx,0.856,0,0.0618,-18.919,1,Kometenmelodie 1 - 2009 Remaster,29,1/1/1974,0.0409,69.72,1,Kraftwerk,Electronic,-1
0.325,1975,0.89,['Richard Pryor'],0.526,426040,0.575,1,2c8wq63BRM6bB0zOtmmCWl,0.0,6,0.706,-14.181,0,Wino & Junkie - Remastered Version,23,1/1/1975,0.943,137.109,1,Richard Pryor,black comedy,-1
0.0382,1975,0.168,['Brian Eno'],0.0915,595933,0.213,0,2EIFUg8PMnZcbmUtFFYOsO,0.919,2,0.124,-17.735,1,Fullness Of Wind (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004,28,11/1/1975,0.0438,87.611,1,Brian Eno,Ambient,-1
0.221,1975,0.855,['Richard Pryor'],0.511,70160,0.748,1,6TgZN51J1kNRrl9GooOU27,0.0,6,0.848,-13.023,1,Flying Saucers - Remastered,23,1/1/1975,0.935,107.134,1,Richard Pryor,black comedy,-1
0.248,1975,0.824,['Richard Pryor'],0.559,150307,0.74,1,57dtNTwB3Uu2RySRbnP5FD,0.0,9,0.863,-13.591,0,Have Your Ass Home by 11:00 - Remastered Version,23,1/1/1975,0.95,61.793,1,Richard Pryor,black comedy,-1
0.0356,1976,0.0395,['Jean-Michel Jarre'],0.263,615173,0.641,0,44nUMbOtZHfAvYZG0gcxOH,0.666,0,0.542,-11.004,1,"Oxygene, Pt. 5",40,12/2/1976,0.0366,96.307,1,Jean-Michel Jarre,Ambient,-1
0.0266,1978,0.962,['Harold Budd'],0.0892,859600,0.0162,0,2oWwrX6JGdRC4cUnJlYiWF,0.962,5,0.0887,-31.304,0,Rosetti Noise/Chrystal Garden And A Coda,28,1/1/1978,0.0449,56.015,1,Harold Budd,Minimalism,-1
0.0312,1978,0.981,['Harold Budd'],0.127,500027,0.034,0,2H96z4OFcMTTopEgIX49ci,0.791,3,0.0929,-30.796,1,Juno,27,1/1/1978,0.0452,78.848,1,Harold Budd,Minimalism,-1
0.732,1979,0.914,['Robin Williams'],0.543,464910,0.359,1,1lDkGVd58jDU48AEzLXw5L,1.81e-06,0,0.809,-18.435,1,Reverend Earnest Angry,23,1/1/1979,0.6,134.773,1,Robin Williams,improvisational comedy,-1
0.45,1979,0.845,['Robin Williams'],0.549,64528,0.65,1,7obBmF4kdqZ7XlXsxwU5M3,2.08e-05,7,0.768,-20.189,1,A Touch Of Fairfax,23,1/1/1979,0.623,45.518,1,Robin Williams,improvisational comedy,-1
0.242,1980,0.812,['Rodney Dangerfield'],0.498,1171360,0.736,1,4pX7shPLZKt6MEfbk8Vfk4,0.0,5,0.565,-14.779,1,No Respect,22,1/1/1980,0.95,83.932,1,Rodney Dangerfield,observational comedy,-1
0.0347,1980,0.91,"['Wendy Carlos', 'Rachel Elkind']",0.122,173068,0.22,0,46onaZFYtcf0JDnLggx7yT,0.844,4,0.473,-21.677,0,Rocky Mountains,27,5/23/1980,0.0464,149.202,2,Wendy Carlos,Electronic,-1
0.414,1982,0.938,['Eddie Murphy'],0.507,106200,0.952,1,0HZdUnbj4g770srDZuNBU6,0.0,11,0.967,-9.386,1,The Barbecue,25,1/1/1982,0.92,139.226,1,Eddie Murphy,musical comedy,-1
0.21,1982,0.845,['Eddie Murphy'],0.527,487907,0.94,1,2Gi4kol0T5Gzbpnf8wQX3J,0.0,6,0.945,-9.718,1,Drinking Fathers,25,1/1/1982,0.887,87.543,1,Eddie Murphy,musical comedy,-1
0.525,1982,0.00696,['The Adicts'],0.254,178520,0.987,1,5MnHWV9Vd3Ovt4QrhgDoeW,0.00314,11,0.381,-5.572,0,Easy Way Out,27,1/1/1982,0.336,181.07,1,The Adicts,new wave,-1
0.709,1983,0.797,['Robin Williams'],0.55,76744,0.455,1,4Ox4T4YrPnTpWPMHQgNXcg,0.000203,4,0.945,-20.605,1,Elmer Fudd Sings Bruce Springsteen,24,1/1/1983,0.359,71.044,1,Robin Williams,improvisational comedy,-1
0.25,1983,0.00336,['Bad Brains'],0.172,140160,0.985,0,78XxfX2Lok4XjadrqeV4B7,0.748,5,0.426,-10.453,0,Supertouch,26,1/1/1983,0.105,176.032,1,Bad Brains,alternative metal,-1
0.0398,1983,0.961,['Brian Eno'],0.262,264867,0.11,0,4ZknuVR2jOpMOcfwWpsuEr,0.985,8,0.0829,-23.161,1,An Ending (Ascent) - Remastered 2019,32,7/1/1983,0.0842,70.977,1,Brian Eno,Ambient,-1
0.212,1983,0.84,['Robin Williams'],0.585,188873,0.47,1,2K1Dfk57ZV46p0ZmOOeQBN,0.0,3,0.902,-24.345,1,The Falklands,22,1/1/1983,0.949,57.073,1,Robin Williams,improvisational comedy,-1
0.929,1983,0.986,['Daniel Johnston'],0.73,32453,0.788,0,7qqIdeNyjwRcCLqYxRdFGg,0.946,2,0.114,-14.157,1,Get Yourself Together,25,9/1/1983,0.529,100.085,1,Daniel Johnston,Outsider,-1
0.11,1986,0.834,['Robin Williams'],0.527,97933,0.942,0,4lIeuM9wjqAGdx5hLfthUj,0.0,11,0.828,-10.92,0,Men's Parts - Live,24,4/11/1986,0.955,165.202,1,Robin Williams,improvisational comedy,-1
0.125,1986,0.828,['Robin Williams'],0.617,92773,0.869,0,4p3PRzYpFARrDW5Z8Xl4kq,0.0,6,0.97,-12.754,1,Spring - Live,24,4/11/1986,0.96,61.2,1,Robin Williams,improvisational comedy,-1
0.25,1986,0.814,['Robin Williams'],0.652,273773,0.919,0,7pbNkiTHXc4nu1AxKtLXfu,0.0,10,0.924,-11.395,1,Dr. Roof - Live,24,4/11/1986,0.952,65.244,1,Robin Williams,improvisational comedy,-1
0.189,1986,0.78,['Robin Williams'],0.634,128320,0.84,1,2L3ZJslWXx7R6AibRfUyIa,0.0,1,0.973,-11.473,1,Pregnancy - Live,24,4/11/1986,0.925,113.763,1,Robin Williams,improvisational comedy,-1
0.13,1986,0.905,['Robin Williams'],0.495,363413,0.876,0,6xoL78uKBDcjuyPOrZLopB,0.0,1,0.693,-11.494,1,Childhood - Live,24,4/11/1986,0.96,77.555,1,Robin Williams,improvisational comedy,-1
0.0411,1986,0.936,['Ennio Morricone'],0.092,97667,0.0738,0,7hnCaQEval6RNY94wx7XMv,0.982,7,0.173,-18.457,1,Climb,38,1/1/1986,0.0435,72.406,1,Ennio Morricone,classical,-1
0.0357,1988,0.219,['Jimi Hendrix'],0.166,42907,0.909,0,57im5UyAqXFTO6IfbjDOnx,0.981,8,0.812,-19.812,0,The Star Spangled Banner - Woodstock Festival Excerpt,36,10/10/1988,0.109,113.021,1,Jimi Hendrix,Rock,-1
0.0374,1989,0.982,['Philip Glass'],0.238,824733,0.091,0,2ftHpReHQLPrCfR6ZCmXub,0.947,5,0.123,-23.608,1,Mad Rush,32,8/22/1989,0.0383,130.833,1,Philip Glass,Minimalism,-1
